Date,Open,High,Low,Close,Adj Close,Volume
2019-02-14,134.300003,134.820007,133.350006,134.309998,130.627701,3910400
2019-02-15,135.190002,136.410004,135.009995,136.380005,132.640945,6665000
2019-02-19,136.139999,136.380005,135.630005,135.690002,131.969879,5935500
2019-02-20,135.970001,136.729996,135.729996,136.350006,132.611801,6089800
2019-02-21,134.979996,135.789993,134.270004,135.419998,131.707275,6665500
2019-02-22,135.289993,136.639999,134.820007,136.600006,132.854935,5223900
2019-02-25,136.350006,137.490005,135.860001,136.199997,133.344437,6846600
2019-02-26,136.440002,136.960007,136.050003,136.110001,133.256332,5106900
2019-02-27,135.520004,136.250000,135.389999,135.869995,133.021347,4378100
2019-02-28,135.949997,137.949997,135.690002,136.639999,133.775223,10133200
2019-03-01,137.220001,138.610001,137.009995,138.350006,135.449356,5641600
2019-03-04,138.850006,139.410004,137.509995,138.479996,135.576630,8377700
2019-03-05,138.809998,139.139999,138.360001,138.770004,135.860550,6568900
2019-03-06,139.470001,139.649994,138.600006,139.089996,136.173843,6236900
2019-03-07,138.529999,139.119995,137.699997,138.240005,135.341690,6100400
2019-03-08,138.089996,139.300003,136.419998,138.059998,135.165436,7046700
2019-03-11,138.110001,139.029999,137.520004,138.559998,135.654953,6150400
2019-03-12,138.649994,140.000000,138.500000,139.179993,136.261963,5552900
2019-03-13,139.589996,139.839996,139.020004,139.410004,136.487137,6446900
2019-03-14,138.339996,138.800003,137.940002,138.020004,135.126282,8493600
2019-03-15,138.000000,138.259995,136.830002,137.600006,134.715103,11922500
2019-03-18,137.649994,137.779999,136.720001,137.169998,134.294113,7369600
2019-03-19,137.610001,138.820007,137.470001,138.440002,135.537476,5882500
2019-03-20,138.330002,138.509995,136.649994,137.289993,134.411591,5475700
2019-03-21,137.000000,138.779999,136.949997,138.100006,135.204605,5765100
2019-03-22,137.750000,138.389999,136.860001,136.910004,134.039566,6528800
2019-03-25,136.910004,137.009995,135.740005,136.610001,133.745834,4500300
2019-03-26,136.929993,139.270004,136.929993,138.570007,135.664764,4758600
2019-03-27,138.589996,139.479996,138.070007,138.699997,135.792038,6764900
2019-03-28,139.059998,139.460007,138.710007,138.880005,135.968262,4602100
2019-03-29,139.279999,139.880005,138.880005,139.789993,136.859161,7168400
2019-04-01,139.990005,140.289993,138.740005,138.979996,136.066147,5885200
2019-04-02,139.009995,139.009995,136.910004,137.710007,134.822784,5517800
2019-04-03,138.199997,138.240005,136.869995,137.169998,134.294113,5947000
