Date,Open,High,Low,Close,Adj Close,Volume
2019-02-14,71.730003,72.989998,71.110001,72.180000,69.951653,4624800
2019-02-15,72.559998,73.379997,72.220001,72.839996,70.591286,3835800
2019-02-19,72.930000,73.709999,72.019997,73.300003,71.666779,6868000
2019-02-20,73.430000,73.629997,72.489998,72.709999,71.089928,5005600
2019-02-21,72.760002,72.970001,71.680000,72.029999,70.425072,3985000
2019-02-22,72.209999,72.639999,71.800003,72.250000,70.640167,3144800
2019-02-25,72.830002,73.589996,72.610001,73.099998,71.471230,7782000
2019-02-26,72.919998,73.220001,71.709999,72.290001,70.679283,5370900
2019-02-27,72.309998,73.480003,72.300003,73.019997,71.393013,5164400
2019-02-28,73.120003,73.120003,72.269997,72.639999,71.021484,5375600
2019-03-01,73.589996,74.459999,71.959999,72.940002,71.314804,6833800
2019-03-04,73.449997,73.970001,72.449997,72.669998,71.050812,7383800
2019-03-05,76.489998,76.559998,74.120003,76.000000,74.306618,17015100
2019-03-06,76.820000,77.440002,76.129997,76.900002,75.186569,7874200
2019-03-07,76.330002,76.989998,75.519997,76.169998,74.472832,5617900
2019-03-08,75.879997,75.949997,74.790001,75.809998,74.120850,4581900
2019-03-11,75.820000,76.300003,75.440002,76.269997,74.570595,3435900
2019-03-12,76.440002,76.500000,75.769997,76.180000,74.482613,3646200
2019-03-13,76.260002,77.370003,76.180000,77.120003,75.401657,3796600
2019-03-14,76.660004,76.800003,76.050003,76.489998,74.785698,3779500
2019-03-15,76.730003,76.879997,76.070000,76.660004,74.951920,5274100
2019-03-18,76.919998,78.010002,76.919998,77.879997,76.144730,3923500
2019-03-19,78.330002,78.769997,78.010002,78.459999,76.711807,4192300
2019-03-20,78.430000,78.449997,77.400002,77.540001,75.812309,4325300
2019-03-21,78.199997,79.930000,78.199997,79.489998,77.718849,5322000
2019-03-22,79.150002,79.589996,78.250000,78.320000,76.574921,3174500
2019-03-25,78.309998,79.279999,78.050003,78.529999,76.780251,2911400
