date,level,category
2019/8/15,neural,business
2019/8/15,neural,entertainment
2019/8/15,negative,business
2019/8/15,positive,business
2019/8/15,positive,entertainment
2019/8/15,neural,business
2019/8/15,positive,health
2019/8/16,neural,health
2019/8/16,neural,science and technology
2019/8/16,neural,science and technology
2019/8/16,neural,science and technology
2019/8/16,negative,health
2019/8/16,neural,business
2019/8/16,neural,business
2019/8/16,neural,business
2019/8/16,negative,business
2019/8/16,negative,science and technology
2019/8/17,neural,business
2019/8/17,neural,science and technology
2019/8/17,neural,business
2019/8/17,neural,entertainment
2019/8/17,neural,business
2019/8/17,neural,business
2019/8/17,super negative,business
2019/8/18,negative,entertainment
2019/8/18,positive,entertainment
2019/8/18,super negative,entertainment
2019/8/18,negative,business
2019/8/19,neural,business
2019/8/19,neural,health
2019/8/19,negative,business
2019/8/19,neural,business
2019/8/19,neural,business
2019/8/19,neural,science and technology
2019/8/19,neural,business
2019/8/19,neural,science and technology
2019/8/19,super negative,entertainment
2019/8/19,neural,health
2019/8/20,negative,health
2019/8/20,neural,entertainment
2019/8/20,positive,entertainment
2019/8/20,negative,science and technology
2019/8/20,neural,business
2019/8/21,neural,science and technology
2019/8/21,positive,science and technology
2019/8/21,super positive,entertainment
2019/8/21,neural,entertainment
2019/8/21,negative,science and technology
2019/8/22,neural,business
2019/8/22,neural,business
2019/8/22,neural,science and technology
2019/8/22,neural,entertainment
2019/8/23,positive,entertainment
2019/8/23,positive,science and technology
2019/8/23,negative,science and technology
2019/8/23,neural,business
2019/8/23,positive,business
2019/8/23,neural,business
2019/8/23,neural,science and technology
2019/8/23,neural,business
2019/8/24,super positive,entertainment
2019/8/24,super positive,entertainment
2019/8/24,super positive,entertainment
2019/8/24,negative,science and technology
2019/8/24,super negative,entertainment
2019/8/24,neural,science and technology
2019/8/25,neural,business
2019/8/25,neural,business
2019/8/25,positive,health
2019/8/25,neural,business
2019/8/25,positive,entertainment
2019/8/25,neural,science and technology
2019/8/25,positive,entertainment
2019/8/25,negative,science and technology
2019/8/25,positive,entertainment
2019/8/25,neural,business
2019/8/26,super negative,health
2019/8/26,positive,business
2019/8/26,neural,business
2019/8/26,neural,business
2019/8/26,negative,science and technology
2019/8/26,neural,science and technology
2019/8/26,negative,business
2019/8/26,neural,business
2019/8/26,positive,business
2019/8/26,positive,business
2019/8/26,positive,science and technology
2019/8/27,positive,science and technology
2019/8/27,neural,science and technology
2019/8/27,neural,science and technology
2019/8/27,negative,science and technology
2019/8/27,negative,business
2019/8/27,neural,entertainment
2019/8/27,neural,science and technology
2019/8/27,negative,entertainment
2019/8/27,neural,health
2019/8/27,neural,science and technology
2019/8/28,negative,health
2019/8/28,super positive,health
2019/8/28,positive,business
2019/8/28,neural,science and technology
2019/8/28,neural,business
2019/8/28,neural,science and technology
2019/8/28,positive,entertainment
2019/8/28,super negative,science and technology
2019/8/28,positive,business
2019/8/28,neural,entertainment
2019/8/29,neural,science and technology
2019/8/29,negative,entertainment
2019/8/30,positive,entertainment
2019/8/30,neural,business
2019/8/30,neural,entertainment
2019/8/30,positive,health
2019/8/30,neural,entertainment
2019/8/30,negative,entertainment
2019/8/30,positive,entertainment
2019/8/30,neural,entertainment
2019/8/30,super negative,science and technology
2019/8/31,positive,business
2019/8/31,negative,entertainment
2019/8/31,neural,entertainment
2019/8/31,positive,entertainment
2019/8/31,positive,science and technology
2019/8/31,neural,entertainment
2019/9/1,negative,business
2019/9/1,negative,health
2019/9/1,negative,business
2019/9/2,neural,business
2019/9/2,positive,business
2019/9/2,neural,health
2019/9/3,neural,entertainment
2019/9/3,neural,science and technology
2019/9/3,negative,entertainment
2019/9/3,negative,science and technology
2019/9/3,neural,entertainment
2019/9/3,negative,health
2019/9/3,neural,entertainment
2019/9/3,positive,business
2019/9/3,neural,business
2019/9/3,positive,health
2019/9/3,neural,entertainment
2019/9/4,neural,business
2019/9/4,neural,business
2019/9/4,super positive,entertainment
2019/9/4,neural,science and technology
2019/9/4,positive,science and technology
2019/9/4,neural,health
2019/9/5,negative,business
2019/9/5,neural,business
2019/9/5,neural,science and technology
2019/9/5,neural,business
2019/9/5,positive,entertainment
2019/9/5,neural,science and technology
2019/9/5,negative,science and technology
2019/9/5,positive,business
2019/9/5,neural,entertainment
2019/9/5,neural,science and technology
2019/9/6,super positive,business
2019/9/6,positive,science and technology
2019/9/6,positive,business
2019/9/7,negative,entertainment
2019/9/8,negative,entertainment
2019/9/8,neural,business
2019/9/8,neural,science and technology
2019/9/8,neural,entertainment
2019/9/8,positive,entertainment
2019/9/8,neural,entertainment
2019/9/8,positive,science and technology
2019/9/8,neural,business
2019/9/8,super positive,entertainment
2019/9/8,neural,business
2019/9/8,negative,business
2019/9/8,neural,entertainment
2019/9/9,neural,business
2019/9/9,neural,business
2019/9/9,super positive,entertainment
2019/9/9,neural,business
2019/9/9,super positive,science and technology
2019/9/9,neural,science and technology
2019/9/9,neural,science and technology
2019/9/9,neural,science and technology
2019/9/9,super positive,business
2019/9/9,neural,business
2019/9/9,negative,business
2019/9/9,negative,health
2019/9/9,neural,business
2019/9/9,neural,business
2019/9/9,positive,science and technology
2019/9/9,negative,entertainment
2019/9/10,neural,entertainment
2019/9/10,neural,business
2019/9/10,neural,business
2019/9/10,neural,science and technology
2019/9/10,super positive,science and technology
2019/9/10,neural,business
2019/9/10,positive,health
2019/9/11,neural,entertainment
2019/9/11,super positive,business
2019/9/11,neural,business
2019/9/11,neural,health
2019/9/12,neural,business
2019/9/12,neural,business
2019/9/12,neural,science and technology
2019/9/12,positive,entertainment
2019/9/12,negative,science and technology
2019/9/12,positive,science and technology
2019/9/12,positive,business
2019/9/12,negative,business
2019/9/13,neural,entertainment
2019/9/13,neural,business
2019/9/14,super negative,science and technology
2019/9/14,neural,business
2019/9/14,neural,business
2019/9/15,neural,science and technology
2019/9/15,negative,health
2019/9/15,positive,business
2019/9/15,neural,health
2019/9/15,neural,business
2019/9/15,negative,entertainment
2019/9/16,neural,health
2019/9/16,positive,health
2019/9/16,negative,health
2019/9/16,neural,entertainment
2019/9/16,positive,science and technology
2019/9/16,super negative,science and technology
2019/9/16,neural,science and technology
2019/9/17,positive,health
2019/9/17,neural,health
2019/9/17,neural,science and technology
2019/9/17,positive,business
2019/9/17,neural,science and technology
2019/9/17,super negative,business
2019/9/17,positive,business
2019/9/17,negative,business
2019/9/17,positive,business
2019/9/17,super negative,health
2019/9/17,neural,business
2019/9/17,neural,entertainment
2019/9/17,neural,health
2019/9/17,neural,health
2019/9/17,negative,business
2019/9/18,positive,entertainment
2019/9/18,neural,health
2019/9/18,negative,business
2019/9/18,negative,science and technology
2019/9/18,neural,business
2019/9/18,neural,business
2019/9/18,neural,science and technology
2019/9/18,neural,business
2019/9/18,negative,business
2019/9/19,neural,science and technology
2019/9/19,negative,business
2019/9/19,positive,business
2019/9/19,neural,business
2019/9/19,neural,business
2019/9/19,negative,health
2019/9/19,neural,business
2019/9/19,negative,business
2019/9/19,negative,health
2019/9/19,neural,business
2019/9/19,super negative,business
2019/9/20,neural,science and technology
2019/9/20,neural,business
2019/9/20,negative,business
2019/9/20,positive,business
2019/9/20,neural,business
2019/9/20,neural,business
2019/9/20,positive,science and technology
2019/9/20,neural,science and technology
2019/9/20,negative,business
2019/9/20,neural,business
2019/9/21,negative,entertainment
2019/9/21,neural,health
2019/9/21,neural,science and technology
2019/9/21,neural,health
2019/9/21,neural,health
2019/9/22,positive,science and technology
2019/9/22,super positive,business
2019/9/22,neural,science and technology
2019/9/23,neural,business
2019/9/23,negative,science and technology
2019/9/23,positive,business
2019/9/23,negative,science and technology
2019/9/23,neural,science and technology
2019/9/23,positive,business
2019/9/23,neural,health
2019/9/23,positive,business
2019/9/23,negative,entertainment
2019/9/23,neural,science and technology
2019/9/24,positive,entertainment
2019/9/24,neural,business
2019/9/24,neural,business
2019/9/24,neural,health
2019/9/24,super positive,business
2019/9/24,neural,science and technology
2019/9/24,positive,science and technology
2019/9/24,positive,business
2019/9/25,super positive,entertainment
2019/9/25,super negative,business
2019/9/25,negative,business
2019/9/25,super positive,business
2019/9/25,negative,health
2019/9/25,negative,business
2019/9/25,positive,health
2019/9/25,neural,business
2019/9/25,positive,business
2019/9/25,neural,business
2019/9/25,positive,business
2019/9/26,positive,science and technology
2019/9/26,neural,business
2019/9/26,neural,entertainment
2019/9/26,neural,business
2019/9/26,positive,science and technology
2019/9/26,super positive,business
2019/9/26,super negative,business
2019/9/26,neural,business
2019/9/27,neural,science and technology
2019/9/27,positive,entertainment
2019/9/27,neural,science and technology
2019/9/27,neural,business
2019/9/27,negative,business
2019/9/27,super negative,business
2019/9/27,super positive,health
2019/9/27,neural,business
2019/9/27,negative,business
2019/9/28,positive,entertainment
2019/9/28,super negative,business
2019/9/28,neural,health
2019/9/28,negative,health
2019/9/28,neural,science and technology
2019/9/28,positive,entertainment
2019/9/28,super negative,entertainment
2019/9/28,neural,science and technology
2019/9/28,neural,entertainment
2019/9/28,neural,business
2019/9/28,positive,entertainment
2019/9/28,neural,entertainment
2019/9/29,neural,business
2019/9/29,negative,entertainment
2019/9/29,negative,science and technology
2019/9/29,neural,science and technology
2019/9/29,negative,entertainment
2019/9/29,neural,business
2019/9/29,neural,business
2019/9/30,neural,business
2019/9/30,neural,science and technology
2019/9/30,negative,health
2019/9/30,neural,entertainment
2019/9/30,positive,business
2019/9/30,super negative,business
2019/10/1,neural,entertainment
2019/10/1,negative,business
2019/10/1,neural,health
2019/10/1,neural,business
2019/10/2,negative,entertainment
2019/10/2,super negative,entertainment
2019/10/2,neural,science and technology
2019/10/2,negative,business
2019/10/2,neural,entertainment
2019/10/2,neural,science and technology
2019/10/2,neural,entertainment
2019/10/2,super negative,entertainment
2019/10/3,positive,entertainment
2019/10/3,negative,business
2019/10/3,positive,business
2019/10/3,super negative,business
2019/10/3,neural,business
2019/10/3,positive,business
2019/10/3,super positive,entertainment
2019/10/3,neural,business
2019/10/3,neural,business
2019/10/4,neural,business
2019/10/4,neural,business
2019/10/4,negative,entertainment
2019/10/5,positive,business
2019/10/5,neural,health
2019/10/5,positive,business
2019/10/5,super positive,health
2019/10/5,super negative,business
2019/10/5,neural,entertainment
2019/10/5,neural,business
2019/10/5,super negative,business
2019/10/5,neural,science and technology
2019/10/5,super negative,business
2019/10/5,neural,health
2019/10/6,neural,health
2019/10/6,neural,health
2019/10/6,super negative,entertainment
2019/10/6,positive,business
2019/10/6,positive,science and technology
2019/10/6,positive,business
2019/10/7,super negative,entertainment
2019/10/7,neural,business
2019/10/7,neural,business
2019/10/8,negative,business
2019/10/8,negative,business
2019/10/8,neural,business
2019/10/8,negative,entertainment
2019/10/8,neural,science and technology
2019/10/8,neural,health
2019/10/8,negative,business
2019/10/8,super negative,health
2019/10/8,neural,business
2019/10/8,positive,science and technology
2019/10/8,negative,business
2019/10/8,neural,business
2019/10/8,super negative,business
2019/10/8,neural,business
2019/10/8,neural,science and technology
2019/10/8,super negative,entertainment
2019/10/9,positive,entertainment
2019/10/9,neural,business
2019/10/9,super negative,business
2019/10/9,positive,science and technology
2019/10/9,neural,business
2019/10/9,positive,business
2019/10/9,super positive,business
2019/10/9,neural,business
2019/10/9,neural,business
2019/10/9,neural,health
2019/10/9,neural,entertainment
2019/10/9,neural,business
2019/10/9,super negative,business
2019/10/10,positive,science and technology
2019/10/10,neural,science and technology
2019/10/10,positive,business
2019/10/10,neural,entertainment
2019/10/10,neural,business
2019/10/10,super positive,entertainment
2019/10/11,super negative,entertainment
2019/10/11,positive,entertainment
2019/10/11,neural,business
2019/10/11,neural,business
2019/10/11,neural,business
2019/10/11,neural,business
2019/10/11,neural,science and technology
2019/10/11,neural,health
2019/10/11,negative,business
2019/10/11,neural,business
2019/10/11,negative,health
2019/10/12,positive,business
2019/10/12,negative,science and technology
2019/10/12,neural,science and technology
2019/10/13,neural,business
2019/10/13,positive,business
2019/10/13,neural,business
2019/10/13,neural,entertainment
2019/10/13,positive,science and technology
2019/10/13,super negative,health
2019/10/13,positive,entertainment
2019/10/13,neural,science and technology
2019/10/14,neural,business
2019/10/14,positive,entertainment
2019/10/14,super negative,business
2019/10/14,positive,entertainment
2019/10/14,neural,health
2019/10/14,positive,science and technology
2019/10/14,neural,health
2019/10/14,neural,business
2019/10/14,neural,business
2019/10/14,positive,business
2019/10/15,negative,entertainment
2019/10/15,neural,science and technology
2019/10/15,neural,entertainment
2019/10/15,negative,business
2019/10/15,positive,business
2019/10/15,negative,business
2019/10/15,neural,business
2019/10/15,neural,business
2019/10/15,neural,entertainment
2019/10/15,neural,business
2019/10/15,super positive,business
2019/10/15,neural,science and technology
2019/10/16,neural,science and technology
2019/10/16,negative,science and technology
2019/10/16,neural,business
2019/10/16,negative,business
2019/10/16,negative,science and technology
2019/10/16,neural,health
2019/10/16,negative,business
2019/10/16,positive,business
2019/10/16,neural,science and technology
2019/10/16,positive,business
2019/10/16,positive,science and technology
2019/10/16,neural,science and technology
2019/10/16,neural,science and technology
2019/10/16,negative,business
2019/10/16,neural,business
2019/10/17,negative,business
2019/10/17,negative,science and technology
2019/10/17,neural,entertainment
2019/10/17,positive,entertainment
2019/10/17,neural,entertainment
2019/10/17,neural,health
2019/10/18,neural,entertainment
2019/10/18,neural,business
2019/10/18,neural,business
2019/10/19,negative,science and technology
2019/10/19,neural,health
2019/10/19,negative,entertainment
2019/10/19,neural,entertainment
2019/10/19,neural,entertainment
2019/10/19,neural,business
